index,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,is_zero_adr,is_group_block
52855,City Hotel,1,28,2016,June,25,13,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,130.8,0,0,Canceled,2016-06-10,0,0
52856,City Hotel,1,0,2016,June,25,13,1,2,2,0,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,0,0,Transient,80.75,0,1,No-Show,2016-06-13,0,0
52857,City Hotel,1,16,2016,June,25,13,1,2,2,1,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,132.33,0,0,Canceled,2016-05-28,0,0
52858,City Hotel,1,15,2016,June,25,13,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,8,0,0,Transient,136.0,0,0,Canceled,2016-05-30,0,0
52859,City Hotel,1,33,2016,June,25,13,1,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,113.4,0,0,Canceled,2016-05-11,0,0
52860,City Hotel,1,17,2016,June,25,13,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,118,0,0,Transient,95.0,0,0,Canceled,2016-05-30,0,0
52861,City Hotel,1,111,2016,June,25,13,2,5,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,150.45,0,2,Canceled,2016-02-23,0,0
52862,City Hotel,1,111,2016,June,25,13,2,5,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,109.65,0,1,Canceled,2016-02-23,0,0
52863,City Hotel,1,113,2016,June,25,13,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,119.85,0,0,Canceled,2016-02-21,0,0
52864,City Hotel,1,6,2016,June,25,14,0,1,1,0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,85.5,0,0,Canceled,2016-06-09,0,0
52865,City Hotel,1,18,2016,June,25,14,0,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,111.0,0,0,Canceled,2016-06-11,0,0
52866,City Hotel,1,10,2016,June,25,14,0,1,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,119.0,0,0,Canceled,2016-06-04,0,0
52867,City Hotel,1,5,2016,June,25,14,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,221,0,Transient,95.0,0,0,Canceled,2016-06-09,0,0
52868,City Hotel,1,82,2016,June,25,14,0,1,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,143.1,0,0,Canceled,2016-03-26,0,0
52869,City Hotel,1,103,2016,June,25,14,0,2,2,0,0,SC,CPV,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,0,0,Transient,116.1,0,0,No-Show,2016-06-14,0,0
52870,City Hotel,1,107,2016,June,25,14,0,2,2,0,0,SC,CPV,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,0,0,Transient,116.1,0,0,No-Show,2016-06-14,0,0
52871,City Hotel,1,71,2016,June,25,14,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,0,0,Transient,120.0,0,0,Canceled,2016-04-27,0,0
52879,City Hotel,1,4,2016,June,25,14,0,2,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,164.0,0,0,No-Show,2016-06-14,0,0
52880,City Hotel,1,11,2016,June,25,14,0,3,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,Non Refund,0,51,0,Transient,90.0,0,0,Canceled,2016-06-03,0,0
52894,City Hotel,1,26,2016,June,25,14,0,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,111.35,0,0,Canceled,2016-05-23,0,0
52910,City Hotel,1,5,2016,June,25,14,0,3,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,221,0,Transient,100.0,0,0,Canceled,2016-06-09,0,0
52941,City Hotel,1,28,2016,June,25,14,0,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,0,0,Transient,108.42,0,0,Canceled,2016-06-07,0,0
52948,City Hotel,1,95,2016,June,25,14,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,0,24,Transient,120.0,0,0,Canceled,2016-04-27,0,0
52971,City Hotel,1,93,2016,June,25,14,0,4,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,128.78,0,0,Canceled,2016-04-24,0,0
52976,City Hotel,1,89,2016,June,25,14,0,4,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,169.58,0,1,Canceled,2016-04-21,0,0
52977,City Hotel,1,135,2016,June,25,14,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,92.28,0,1,Canceled,2016-05-07,0,0
52978,City Hotel,1,90,2016,June,25,14,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,130.78,0,2,Canceled,2016-06-14,0,0
52979,City Hotel,1,23,2016,June,25,15,0,1,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,119.85,0,0,Canceled,2016-05-25,0,0
52980,City Hotel,1,188,2016,June,25,15,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119,0,39,Transient,130.0,0,0,Canceled,2016-01-18,0,0
52989,City Hotel,1,103,2016,June,25,15,0,1,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,116.1,0,0,Canceled,2016-03-04,0,0
52990,City Hotel,1,23,2016,June,25,15,0,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,114.75,0,0,Canceled,2016-05-25,0,0
52991,City Hotel,1,8,2016,June,25,15,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,156.0,0,0,Canceled,2016-06-08,0,0
52992,City Hotel,1,239,2016,June,25,15,0,2,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,0,80,Transient,90.6,0,0,Canceled,2016-01-08,0,0
53001,City Hotel,1,70,2016,June,25,15,0,2,2,0,0,HB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,0,0,Transient-Party,109.0,0,0,Canceled,2016-06-08,0,0
53016,City Hotel,1,188,2016,June,25,15,0,2,1,0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119,0,39,Transient,130.0,0,0,Canceled,2016-01-18,0,0
53020,City Hotel,1,239,2016,June,25,15,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,0,80,Transient,112.2,0,0,Canceled,2016-01-08,0,0
53055,City Hotel,1,74,2016,June,25,15,0,2,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,186.3,0,0,Canceled,2016-04-02,0,0
53076,City Hotel,1,22,2016,June,25,15,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,141.0,0,0,Canceled,2016-06-12,0,0
53110,City Hotel,1,256,2016,June,25,15,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,0,0,Transient-Party,109.0,0,0,Canceled,2016-06-08,0,0
53113,City Hotel,1,2,2016,June,25,15,0,3,2,2,0,BB,IND,Direct,Direct,0,0,0,E,E,0,No Deposit,14,0,0,Transient,156.95,0,2,Canceled,2016-06-14,0,0
53114,City Hotel,1,27,2016,June,25,15,0,3,2,0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,0,Transient,109.65,0,0,Canceled,2016-06-14,0,0
53115,City Hotel,1,119,2016,June,25,15,0,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,119.85,0,1,Canceled,2016-06-10,0,0
53116,City Hotel,0,188,2016,June,25,15,2,5,2,0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,14,0,0,Transient-Party,114.87,0,1,Check-Out,2016-06-22,0,0
53118,City Hotel,1,0,2016,June,25,16,0,1,2,0,0,BB,PRT,Complementary,Corporate,0,0,0,A,F,0,No Deposit,0,45,0,Transient,0.0,0,1,Canceled,2016-06-16,0,0
53119,City Hotel,1,31,2016,June,25,16,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,132.6,0,0,Canceled,2016-06-10,0,0
53120,City Hotel,1,344,2016,June,25,16,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,0,Transient,59.0,0,0,Canceled,2015-10-21,0,0
53121,City Hotel,1,0,2016,June,25,16,0,1,2,0,0,BB,PRT,Complementary,Direct,0,0,0,A,F,0,No Deposit,0,45,0,Transient,0.0,0,0,Canceled,2016-06-16,0,0
53123,City Hotel,1,37,2016,June,25,16,0,1,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,116.1,0,0,Canceled,2016-05-11,0,0
53124,City Hotel,1,344,2016,June,25,16,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,0,Transient,62.0,0,0,Canceled,2015-10-21,0,0
53131,City Hotel,1,17,2016,June,25,16,0,2,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,177.0,0,0,Canceled,2016-06-13,0,0
53155,City Hotel,1,150,2016,June,25,16,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,0,0,Transient-Party,96.0,0,0,Canceled,2016-05-16,0,0
53156,City Hotel,1,10,2016,June,25,16,0,3,2,0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,129.0,0,1,Canceled,2016-06-12,0,0
53157,City Hotel,1,44,2016,June,25,16,0,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,0,0,Transient,251.7,0,0,Canceled,2016-06-14,0,0
53158,City Hotel,1,77,2016,June,25,16,0,3,1,0,0,SC,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,125.1,0,0,Canceled,2016-04-23,0,0
53159,City Hotel,1,150,2016,June,25,16,0,3,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,12,0,0,Transient-Party,70.0,0,0,Canceled,2016-05-19,0,0
53160,City Hotel,1,22,2016,June,25,16,0,3,2,2,0,BB,CHE,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,0,Transient,221.0,0,0,Canceled,2016-05-26,0,0
53162,City Hotel,1,47,2016,June,25,16,1,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,0,0,Transient,140.4,0,0,Canceled,2016-06-03,0,0
53163,City Hotel,1,117,2016,June,25,16,1,3,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,150.45,0,0,Canceled,2016-02-25,0,0
53164,City Hotel,1,76,2016,June,25,16,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,145.8,0,0,Canceled,2016-04-04,0,0
53165,City Hotel,1,7,2016,June,25,16,2,4,2,0,0,BB,LBN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,156.0,0,1,Canceled,2016-06-13,0,0
53166,City Hotel,1,166,2016,June,25,16,2,5,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,117.18,0,0,Canceled,2016-06-05,0,0
53167,City Hotel,1,151,2016,June,25,16,2,5,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,119.97,0,0,Canceled,2016-01-23,0,0
53168,City Hotel,1,66,2016,June,25,17,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,0,0,Transient,108.11,0,0,Canceled,2016-06-10,0,0
53169,City Hotel,1,245,2016,June,25,17,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12,0,0,Transient,75.0,0,0,Canceled,2016-02-09,0,0
53173,City Hotel,1,53,2016,June,25,17,0,2,1,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,140.4,0,0,Canceled,2016-06-11,0,0
53178,City Hotel,1,113,2016,June,25,17,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,126.9,0,0,Canceled,2016-02-25,0,0
53179,City Hotel,1,350,2016,June,25,17,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29,0,0,Transient,140.0,0,0,Canceled,2015-08-11,0,0
53184,City Hotel,1,350,2016,June,25,17,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29,0,0,Transient,130.0,0,0,Canceled,2015-08-11,0,0
53202,City Hotel,1,74,2016,June,25,17,0,2,1,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,116.1,0,0,Canceled,2016-06-12,0,0
53217,City Hotel,1,61,2016,June,25,17,0,2,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,140.4,0,0,Canceled,2016-04-25,0,0
53224,City Hotel,1,11,2016,June,25,17,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,141.0,0,1,Canceled,2016-06-08,0,0
53225,City Hotel,1,77,2016,June,25,17,0,2,2,0,0,SC,HKG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,116.1,0,0,Canceled,2016-05-24,0,0
53226,City Hotel,1,18,2016,June,25,17,0,2,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,150.0,0,0,Canceled,2016-06-05,0,0
53234,City Hotel,1,101,2016,June,25,17,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83,0,0,Transient,95.88,0,0,Canceled,2016-06-13,0,0
53241,City Hotel,1,37,2016,June,25,17,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,42,0,0,Transient,134.1,0,1,Canceled,2016-06-07,0,0
53254,City Hotel,1,63,2016,June,25,17,0,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,116.1,0,0,Canceled,2016-05-15,0,0
53266,City Hotel,1,148,2016,June,25,17,0,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,116.1,0,0,Canceled,2016-06-03,0,0
53272,City Hotel,1,11,2016,June,25,17,0,2,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,182.75,0,1,Canceled,2016-06-08,0,0
53273,City Hotel,1,41,2016,June,25,17,0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,142.2,0,0,Canceled,2016-05-09,0,0
53299,City Hotel,1,290,2016,June,25,17,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,0,108,Transient-Party,72.0,0,0,Canceled,2016-06-15,0,0
53303,City Hotel,1,88,2016,June,25,17,0,2,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,116.1,0,0,Canceled,2016-04-01,0,0
53304,City Hotel,1,66,2016,June,25,17,1,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,126.9,0,0,Canceled,2016-04-12,0,0
53305,City Hotel,0,290,2016,June,25,17,1,2,2,1,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,3,0,108,Transient-Party,89.5,0,1,Check-Out,2016-06-20,0,0
53306,City Hotel,0,290,2016,June,25,17,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,3,0,108,Transient-Party,72.0,0,0,Check-Out,2016-06-20,0,0
53311,City Hotel,0,290,2016,June,25,17,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,3,0,108,Transient-Party,72.0,0,1,Check-Out,2016-06-20,0,0
53313,City Hotel,1,61,2016,June,25,17,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,126.9,0,0,Canceled,2016-04-29,0,0
53315,City Hotel,1,16,2016,June,25,17,1,2,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,0,0,Transient,129.0,0,0,Canceled,2016-06-05,0,0
53318,City Hotel,0,290,2016,June,25,17,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,0,108,Transient-Party,72.0,0,0,Check-Out,2016-06-20,0,0
53319,City Hotel,0,290,2016,June,25,17,1,2,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3,0,108,Transient-Party,65.0,0,1,Check-Out,2016-06-20,0,0
53321,City Hotel,1,9,2016,June,25,17,1,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,129.0,0,1,Canceled,2016-06-12,0,0
53322,City Hotel,0,290,2016,June,25,17,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,0,108,Transient-Party,72.0,0,1,Check-Out,2016-06-20,0,0
53326,City Hotel,1,106,2016,June,25,17,1,2,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,159.3,0,0,Canceled,2016-03-20,0,0
53327,City Hotel,1,71,2016,June,25,17,2,2,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,0,0,Transient-Party,93.08,0,1,Canceled,2016-05-11,0,0
53328,City Hotel,1,45,2016,June,25,17,2,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,B,B,0,No Deposit,0,0,0,Transient-Party,119.22,0,1,Canceled,2016-05-04,0,0
53329,City Hotel,1,123,2016,June,25,17,2,2,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,135.15,0,2,Canceled,2016-02-16,0,0
53330,City Hotel,1,71,2016,June,25,17,2,2,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,0,0,Transient-Party,105.4,0,1,Canceled,2016-05-11,0,0
53331,City Hotel,1,15,2016,June,25,17,2,2,3,0,0,BB,IND,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,177.0,0,0,Canceled,2016-06-12,0,0
53333,City Hotel,1,71,2016,June,25,17,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,0,0,Transient-Party,80.75,0,1,Canceled,2016-05-11,0,0
53334,City Hotel,1,45,2016,June,25,17,2,2,0,2,0,BB,PRT,Direct,Direct,0,0,0,B,B,0,No Deposit,0,0,0,Transient-Party,6.0,0,1,Canceled,2016-05-04,0,0
53335,City Hotel,1,26,2016,June,25,17,2,4,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,0,0,Transient,161.6,0,0,Canceled,2016-06-10,0,0
53336,City Hotel,1,161,2016,June,25,17,2,5,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,95.69,0,2,Canceled,2016-01-12,0,0
53337,City Hotel,1,38,2016,June,25,17,2,5,1,0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,126.77,0,1,Canceled,2016-06-06,0,0
53338,City Hotel,1,60,2016,June,25,17,2,5,1,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,0,0,Transient,96.17,0,1,No-Show,2016-06-17,0,0
53339,City Hotel,1,91,2016,June,25,18,1,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,116.1,0,0,Canceled,2016-05-28,0,0
53341,City Hotel,1,156,2016,June,25,18,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,0,Transient,96.0,0,0,Canceled,2016-05-24,0,0
53345,City Hotel,1,44,2016,June,25,18,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6,0,0,Transient,96.3,0,0,Canceled,2016-05-05,0,0
53351,City Hotel,0,168,2016,June,25,18,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,116.55,0,2,Check-Out,2016-06-20,0,0
53353,City Hotel,1,58,2016,June,25,18,1,1,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,116.1,0,0,Canceled,2016-05-22,0,0
53357,City Hotel,1,45,2016,June,25,18,1,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,0,0,Transient,109.49,0,0,Canceled,2016-05-06,0,0
53358,City Hotel,1,68,2016,June,25,18,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,92.83,0,0,Canceled,2016-05-14,0,0
53359,City Hotel,1,23,2016,June,25,18,2,1,2,1,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,149.0,0,0,Canceled,2016-06-05,0,0
53360,City Hotel,1,68,2016,June,25,18,2,1,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,89.53,0,0,Canceled,2016-05-14,0,0
53362,City Hotel,1,29,2016,June,25,18,2,2,1,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,130.8,0,0,Canceled,2016-05-20,0,0
53363,City Hotel,1,61,2016,June,25,18,2,2,3,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,0,0,Transient,134.53,0,0,Canceled,2016-05-29,0,0
53364,City Hotel,1,53,2016,June,25,18,2,4,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8,0,0,Transient,122.4,0,1,No-Show,2016-06-18,0,0
53365,City Hotel,1,25,2016,June,25,18,2,4,2,0,0,BB,IRN,Direct,Direct,0,0,0,D,D,0,No Deposit,14,0,0,Transient,142.0,0,0,No-Show,2016-06-18,0,0
53366,City Hotel,1,7,2016,June,25,18,2,3,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,156.0,0,0,Canceled,2016-06-12,0,0
53367,City Hotel,1,36,2016,June,26,19,2,0,3,0,0,BB,FIN,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,0,0,Transient,145.8,0,0,Canceled,2016-06-12,0,0
53368,City Hotel,1,91,2016,June,26,19,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,135.9,0,0,Canceled,2016-04-16,0,0
53369,City Hotel,1,34,2016,June,26,19,2,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52,0,0,Transient,81.0,0,0,Canceled,2016-05-27,0,0
53370,City Hotel,1,38,2016,June,26,19,2,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52,0,0,Transient,81.0,0,0,Canceled,2016-05-27,0,0
53372,City Hotel,1,30,2016,June,26,19,2,1,1,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,122.4,0,0,Canceled,2016-05-20,0,0
53373,City Hotel,1,34,2016,June,26,19,2,1,2,0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,98.1,0,0,Canceled,2016-05-19,0,0
53375,City Hotel,1,34,2016,June,26,19,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,122.4,0,0,Canceled,2016-05-18,0,0
53380,City Hotel,0,173,2016,June,26,19,2,2,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,73.37,0,1,Check-Out,2016-06-23,0,0
53381,City Hotel,1,44,2016,June,26,19,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,108.45,0,0,Canceled,2016-06-06,0,0
53383,City Hotel,0,166,2016,June,26,19,2,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient-Party,100.3,0,1,Check-Out,2016-06-23,0,0
53384,City Hotel,1,62,2016,June,26,19,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,0,0,Transient,106.65,0,0,Canceled,2016-06-08,0,0
53386,City Hotel,1,64,2016,June,26,19,2,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,116.1,0,0,Canceled,2016-06-08,0,0
53387,City Hotel,1,27,2016,June,26,19,2,3,2,0,0,BB,ARE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,137.76,0,0,Canceled,2016-06-15,0,0
53388,City Hotel,1,152,2016,June,26,19,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,0,0,Transient,108.12,0,0,Canceled,2016-03-21,0,0
53389,City Hotel,1,131,2016,June,26,19,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22,0,0,Transient-Party,80.75,0,0,Canceled,2016-05-10,0,0
53390,City Hotel,1,131,2016,June,26,19,2,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,115.94,0,0,Canceled,2016-02-09,0,0
